TIPO DIA,AÑO,MES,DIA,HORA,DEMANDA,Total Residencial,Total No Residencial,total_usuarios,ALLSKY_SFC_SW_DWN_pond,ALLSKY_KT_pond,T2M_pond,RH2M_pond,PRECTOTCORR_pond,CLRSKY_SFC_SW_DWN_pond,T2MWET_pond,Tasa de cambio representativa del mercado (TRM),IPP,IPC,FECHA
DOMINGO,2023,8,6,2,899.80081,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.83384394685251,99.25296877437476,0.9174882832391243,-999.0,17.77098393429446,4077.9,175.6,135.39,2023-08-06 02:00:00
7--AGO,2023,8,7,2,866.69352,2535237.0,278894.0,2814131.0,-999.0,-999.0,18.05770084264024,98.90933318669244,3.2331487837630872,-999.0,17.964971314412868,4077.9,175.6,135.39,2023-08-07 02:00:00
MARTES,2023,8,8,2,934.13659,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.718026197074693,98.30782216961472,0.4115089098552981,-999.0,17.57456422249,4077.9,175.6,135.39,2023-08-08 02:00:00
MIERCOLES,2023,8,9,2,981.85793,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.735690079815047,95.71550125065252,0.2371839299591952,-999.0,17.373714741779963,4076.46,175.6,135.39,2023-08-09 02:00:00
JUEVES,2023,8,10,2,967.72752,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.838342191603733,94.04296471983712,0.5746563717183031,-999.0,17.340372050910208,4031.65,175.6,135.39,2023-08-10 02:00:00
VIERNES,2023,8,11,2,972.81829,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.330559526191212,98.7069903071321,1.1544831921470606,-999.0,17.225368428122213,3955.23,175.6,135.39,2023-08-11 02:00:00
SABADO,2023,8,12,2,963.28372,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.120680281053012,97.09614470328496,1.13097899849012,-999.0,16.880840440619146,3973.41,175.6,135.39,2023-08-12 02:00:00
DOMINGO,2023,8,13,2,900.2555,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.337391958654376,97.21774035750288,0.3306390747267984,-999.0,17.105529859839503,3973.41,175.6,135.39,2023-08-13 02:00:00
LUNES,2023,8,14,2,901.50315,2535237.0,278894.0,2814131.0,-999.0,-999.0,16.864969690465724,96.88826465434624,0.6001065728638788,-999.0,16.601178417067295,3973.41,175.6,135.39,2023-08-14 02:00:00
MARTES,2023,8,15,2,967.36625,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.611587154258277,98.47533049101123,1.1238370779469755,-999.0,17.48263257467403,4029.95,175.6,135.39,2023-08-15 02:00:00
MIERCOLES,2023,8,16,2,944.31252,2535237.0,278894.0,2814131.0,-999.0,-999.0,16.967609542697193,99.014376747209,2.0666064550655245,-999.0,16.888877468746124,4096.08,175.6,135.39,2023-08-16 02:00:00
JUEVES,2023,8,17,2,956.70064,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.496651229100564,99.26494987262495,1.7787907776859,-999.0,17.43419315589786,4130.33,175.6,135.39,2023-08-17 02:00:00
VIERNES,2023,8,18,2,955.63929,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.272380649657038,98.500195396021,0.8781211109219863,-999.0,17.145452308368018,4093.96,175.6,135.39,2023-08-18 02:00:00
SAALF,2023,8,19,2,956.81672,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.92814216537894,98.94842742573108,3.705256230075999,-999.0,17.840765849208868,4124.04,175.6,135.39,2023-08-19 02:00:00
DOALF,2023,8,20,2,878.77455,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.49714362622067,98.21261752206986,4.315909575638092,-999.0,17.34510856459774,4124.04,175.6,135.39,2023-08-20 02:00:00
LF,2023,8,21,2,849.70942,2535237.0,278894.0,2814131.0,-999.0,-999.0,18.15196798585425,98.90135020366856,3.018302961020649,-999.0,18.05762970167345,4124.04,175.6,135.39,2023-08-21 02:00:00
MADLF,2023,8,22,2,842.51235,2535237.0,278894.0,2814131.0,-999.0,-999.0,16.707682033992022,98.81683404930332,8.604273905514704,-999.0,16.610480258381717,4124.04,175.6,135.39,2023-08-22 02:00:00
MIERCOLES,2023,8,23,2,862.95733,2535237.0,278894.0,2814131.0,-999.0,-999.0,16.587690605021585,98.34021902676172,2.182459448405209,-999.0,16.450115637829224,4120.07,175.6,135.39,2023-08-23 02:00:00
JUEVES,2023,8,24,2,910.64166,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.774668638382504,99.12232741119728,1.6925746704755391,-999.0,17.699566423880054,4085.89,175.6,135.39,2023-08-24 02:00:00
VIERNES,2023,8,25,2,943.61845,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.7723442121209,97.994813038199,1.6812676950717649,-999.0,17.604128802106224,4076.9,175.6,135.39,2023-08-25 02:00:00
SABADO,2023,8,26,2,965.756,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.441348991926816,98.9863007088156,2.22349038122248,-999.0,17.354984192278184,4117.78,175.6,135.39,2023-08-26 02:00:00
DOMINGO,2023,8,27,2,889.13211,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.887909347503722,98.46907776503652,1.4084403853267669,-999.0,17.7603189865717,4117.78,175.6,135.39,2023-08-27 02:00:00
LUNES,2023,8,28,2,918.5403,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.439409426924332,95.67925487121956,0.2675222155613935,-999.0,17.086223427409738,4117.78,175.6,135.39,2023-08-28 02:00:00
MARTES,2023,8,29,2,951.59516,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.543608755242737,97.71094159795688,0.3925000684047757,-999.0,17.345026951481646,4111.52,175.6,135.39,2023-08-29 02:00:00
MIERCOLES,2023,8,30,2,956.80835,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.486330355623107,97.89905839138264,1.0063630157942187,-999.0,17.312634443812318,4110.08,175.6,135.39,2023-08-30 02:00:00
JUEVES,2023,8,31,2,956.85835,2535237.0,278894.0,2814131.0,-999.0,-999.0,18.23844709077154,90.96910767480264,0.2493914817753686,-999.0,17.48243227127664,4085.33,175.6,135.39,2023-08-31 02:00:00
VIERNES,2023,9,1,2,962.31073,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.471393356278256,95.67141635674948,0.3668091854386843,-999.0,18.10254871955061,4099.2,177.12,136.11,2023-09-01 02:00:00
SABADO,2023,9,2,2,981.08136,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.48582934480036,97.08885656775672,1.417877156139055,-999.0,18.244387562371983,4063.36,177.12,136.11,2023-09-02 02:00:00
DOMINGO,2023,9,3,2,855.93356,2539229.0,281148.0,2820377.0,-999.0,-999.0,16.51422888500367,92.13528754134644,0.2503720885541188,-999.0,15.85720254419888,4063.36,177.12,136.11,2023-09-03 02:00:00
LUNES,2023,9,4,2,880.80835,2539229.0,281148.0,2820377.0,-999.0,-999.0,16.99828820402379,95.7244672467546,0.3038101182926963,-999.0,16.637688897619007,4063.36,177.12,136.11,2023-09-04 02:00:00
MARTES,2023,9,5,2,943.50833,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.593602929679257,97.12518879213664,0.8112085831078613,-999.0,17.353386369978196,4063.36,177.12,136.11,2023-09-05 02:00:00
MIERCOLES,2023,9,6,2,956.40951,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.919897201686158,98.95286043319742,2.127838682559105,-999.0,17.833420702267816,4089.46,177.12,136.11,2023-09-06 02:00:00
JUEVES,2023,9,7,2,979.96868,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.88010827275928,97.10543358919746,0.8281922629492441,-999.0,17.64103501411336,4093.04,177.12,136.11,2023-09-07 02:00:00
VIERNES,2023,9,8,2,990.97214,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.788795409266207,95.14684577274598,0.3882987168027537,-999.0,17.382549662686937,4045.83,177.12,136.11,2023-09-08 02:00:00
SABADO,2023,9,9,2,989.95151,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.918890513573185,99.34295255563352,6.540600813295527,-999.0,17.867283061803438,4012.26,177.12,136.11,2023-09-09 02:00:00
DOMINGO,2023,9,10,2,902.7372,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.857291206104716,99.20855647312398,4.964118438776093,-999.0,17.78963531116585,4012.26,177.12,136.11,2023-09-10 02:00:00
LUNES,2023,9,11,2,925.81255,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.626844985617172,98.6423390099976,0.4831291242270094,-999.0,17.509809798477296,4012.26,177.12,136.11,2023-09-11 02:00:00
MARTES,2023,9,12,2,955.7107,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.27384256785529,98.8860136322201,3.1803732196085845,-999.0,18.183989126276384,3997.74,177.12,136.11,2023-09-12 02:00:00
MIERCOLES,2023,9,13,2,963.5076,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.241341824160383,97.30422525073774,1.028910110244127,-999.0,18.02109487490502,3993.53,177.12,136.11,2023-09-13 02:00:00
JUEVES,2023,9,14,2,961.39642,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.434317436995123,98.52145493669818,1.463720109049251,-999.0,18.312351568602352,3950.92,177.12,136.11,2023-09-14 02:00:00
VIERNES,2023,9,15,2,944.30599,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.715114245365072,99.1937338306191,2.273188325532367,-999.0,17.64976775090706,3926.59,177.12,136.11,2023-09-15 02:00:00
SABADO,2023,9,16,2,944.6864,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.795709956505814,98.21813081726307,0.3074225963408438,-999.0,17.647062640916445,3928.28,177.12,136.11,2023-09-16 02:00:00
DOMINGO,2023,9,17,2,903.41198,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.570691896863433,99.13789561111868,8.820626324069442,-999.0,17.5043521699404,3928.28,177.12,136.11,2023-09-17 02:00:00
LUNES,2023,9,18,2,892.87012,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.881162521889806,94.94538577998615,0.3652038255878558,-999.0,17.461833258461546,3928.28,177.12,136.11,2023-09-18 02:00:00
MARTES,2023,9,19,2,939.57685,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.73462750901741,98.93661775712964,1.0384282030381045,-999.0,17.65023316031864,3905.95,177.12,136.11,2023-09-19 02:00:00
MIERCOLES,2023,9,20,2,952.69659,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.567521891576906,97.67820553777032,0.2796677749109428,-999.0,17.364157699484856,3902.54,177.12,136.11,2023-09-20 02:00:00
JUEVES,2023,9,21,2,946.56575,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.13445399320729,97.93205326805602,0.6624034588283765,-999.0,16.965445697507814,3907.21,177.12,136.11,2023-09-21 02:00:00
VIERNES,2023,9,22,2,969.00996,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.606527740794938,94.5959136597696,0.1002780940278551,-999.0,17.153604518119387,3948.25,177.12,136.11,2023-09-22 02:00:00
SABADO,2023,9,23,2,929.94928,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.553063349332376,94.40681722691684,0.5091446781760027,-999.0,17.092032944531883,3948.7,177.12,136.11,2023-09-23 02:00:00
DOMINGO,2023,9,24,2,875.84884,2539229.0,281148.0,2820377.0,-999.0,-999.0,16.89045521573889,98.43395632215126,0.3359756231170513,-999.0,16.761521566088504,3948.7,177.12,136.11,2023-09-24 02:00:00
LUNES,2023,9,25,2,897.4532,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.08981792150482,97.59529633804274,1.9106528666203133,-999.0,17.893586027683533,3948.7,177.12,136.11,2023-09-25 02:00:00
MARTES,2023,9,26,2,940.56856,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.859089536611595,98.1931033049837,0.3624159677943764,-999.0,17.710322822090806,4052.54,177.12,136.11,2023-09-26 02:00:00
MIERCOLES,2023,9,27,2,929.13436,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.144573509144344,97.25943578464866,0.938593510725694,-999.0,17.915140979379707,4068.73,177.12,136.11,2023-09-27 02:00:00
JUEVES,2023,9,28,2,946.07366,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.003647069168412,95.82923991367112,0.600568356641683,-999.0,17.656391897253453,4093.6,177.12,136.11,2023-09-28 02:00:00
VIERNES,2023,9,29,2,949.61833,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.729312028143756,98.1741342735386,2.1037666311985954,-999.0,17.569336879431365,4085.57,177.12,136.11,2023-09-29 02:00:00
SABADO,2023,9,30,2,971.27499,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.285563015157194,97.91760886931073,1.0179510434243366,-999.0,18.10996736606489,4053.76,177.12,136.11,2023-09-30 02:00:00
1--ENE,2023,1,1,3,703.61452,2491463.0,276587.0,2768050.0,0.0,-999.0,15.387206351041346,97.05317454164484,0.7175372085041817,0.0,15.146694145698238,4810.2,178.76,128.27,2023-01-01 03:00:00
2--ENE,2023,1,2,3,662.8849,2491463.0,276587.0,2768050.0,0.0,-999.0,15.133584790737162,96.70914148588356,0.162036007297556,0.0,14.877412326366937,4810.2,178.76,128.27,2023-01-02 03:00:00
MAVENE,2023,1,3,3,779.74776,2491463.0,276587.0,2768050.0,0.0,-999.0,15.728544589151207,97.58981453008435,0.3919720705912104,0.0,15.535820144144797,4810.2,178.76,128.27,2023-01-03 03:00:00
MIVENE,2023,1,4,3,771.4916,2491463.0,276587.0,2768050.0,0.0,-999.0,15.086268318852625,97.58501071512435,0.227601614855223,0.0,14.885245725330106,4842.26,178.76,128.27,2023-01-04 03:00:00
JUVENE,2023,1,5,3,809.07775,2491463.0,276587.0,2768050.0,0.0,-999.0,13.836014577048823,99.29738157547732,0.0092575170246202,0.0,13.94775673127292,4924.0,178.76,128.27,2023-01-05 03:00:00
VIVENE,2023,1,6,3,798.38322,2491463.0,276587.0,2768050.0,0.0,-999.0,15.48720367406658,97.33921514062244,0.4112878777478731,0.0,15.278880959520238,4989.58,178.76,128.27,2023-01-06 03:00:00
SAALFENE,2023,1,7,3,783.47253,2491463.0,276587.0,2768050.0,0.0,-999.0,14.487537425263271,98.0319486497715,0.5204675782590632,0.0,14.314983985115877,4885.66,178.76,128.27,2023-01-07 03:00:00
DOALFENE,2023,1,8,3,708.64953,2491463.0,276587.0,2768050.0,0.0,-999.0,15.716856668051516,98.90216840013728,1.6011552211845883,0.0,15.627661129676126,4885.66,178.76,128.27,2023-01-08 03:00:00
LFENE,2023,1,9,3,681.98725,2491463.0,276587.0,2768050.0,0.0,-999.0,15.087612745434512,97.08186147649066,0.2179653980238796,0.0,14.853201788262496,4885.66,178.76,128.27,2023-01-09 03:00:00
MAVENE,2023,1,10,3,705.94537,2491463.0,276587.0,2768050.0,0.0,-999.0,15.847958205234733,97.36419067213382,1.168094337168765,0.0,15.63892311916331,4885.66,178.76,128.27,2023-01-10 03:00:00
MIVENE,2023,1,11,3,788.164,2491463.0,276587.0,2768050.0,0.0,-999.0,15.758789230685862,96.72615220823324,0.4323718213182566,0.0,15.505265280612706,4807.85,178.76,128.27,2023-01-11 03:00:00
JUVENE,2023,1,12,3,790.05473,2491463.0,276587.0,2768050.0,0.0,-999.0,14.544124379978689,97.2817116092556,0.2711644189953216,0.0,14.323405411751956,4748.54,178.76,128.27,2023-01-12 03:00:00
VIVENE,2023,1,13,3,801.62303,2491463.0,276587.0,2768050.0,0.0,-999.0,15.510028023337728,95.06151540615234,0.4922048228897598,0.0,15.112629699608028,4692.04,178.76,128.27,2023-01-13 03:00:00
SAVENE,2023,1,14,3,804.94027,2491463.0,276587.0,2768050.0,0.0,-999.0,16.076119979769153,99.22884580842108,0.166856451292426,0.0,16.02286589115081,4693.99,178.76,128.27,2023-01-14 03:00:00
DOVENE,2023,1,15,3,737.22174,2491463.0,276587.0,2768050.0,0.0,-999.0,15.163177341449757,97.89740804537487,0.410117689348097,0.0,14.998869716948755,4693.99,178.76,128.27,2023-01-15 03:00:00
LUNES,2023,1,16,3,767.60845,2491463.0,276587.0,2768050.0,0.0,-999.0,14.555816780766245,98.88667423276314,0.1446437347591264,0.0,14.461838091797476,4693.99,178.76,128.27,2023-01-16 03:00:00
MARTES,2023,1,17,3,824.78741,2491463.0,276587.0,2768050.0,0.0,-999.0,16.121774025035677,98.95196089304746,0.1290005924748469,0.0,16.0389346218457,4693.99,178.76,128.27,2023-01-17 03:00:00
MIERCOLES,2023,1,18,3,821.33479,2491463.0,276587.0,2768050.0,0.0,-999.0,15.172156229114355,96.34242701179532,0.6771096656491031,0.0,14.866410389985733,4691.09,178.76,128.27,2023-01-18 03:00:00
JUEVES,2023,1,19,3,817.17264,2491463.0,276587.0,2768050.0,0.0,-999.0,14.905848348115098,96.68962888676144,0.0802510720543342,0.0,14.638926659561784,4702.67,178.76,128.27,2023-01-19 03:00:00
VIERNES,2023,1,20,3,837.80213,2491463.0,276587.0,2768050.0,0.0,-999.0,15.093827904120229,95.73119986271924,0.0534533299615252,0.0,14.74739158252199,4683.85,178.76,128.27,2023-01-20 03:00:00
SABADO,2023,1,21,3,835.39119,2491463.0,276587.0,2768050.0,0.0,-999.0,14.323197135167357,98.52392596232004,0.0545720272393923,0.0,14.206891920304908,4631.64,178.76,128.27,2023-01-21 03:00:00
DOMINGO,2023,1,22,3,763.79287,2491463.0,276587.0,2768050.0,0.0,-999.0,14.564504510395404,97.89955481656762,0.0322920033958924,0.0,14.392263337006195,4631.64,178.76,128.27,2023-01-22 03:00:00
LUNES,2023,1,23,3,797.4358,2491463.0,276587.0,2768050.0,0.0,-999.0,15.276209465146945,96.26114154729864,0.0415726305521937,0.0,14.978453376925994,4631.64,178.76,128.27,2023-01-23 03:00:00
MARTES,2023,1,24,3,838.69026,2491463.0,276587.0,2768050.0,0.0,-999.0,14.8968205162479,98.82310832174277,0.0,0.0,14.811523834468307,4551.02,178.76,128.27,2023-01-24 03:00:00
MIERCOLES,2023,1,25,3,861.24549,2491463.0,276587.0,2768050.0,0.0,-999.0,15.722576044507868,95.06262605805532,0.0237959429923592,0.0,15.318620928090173,4545.94,178.76,128.27,2023-01-25 03:00:00
JUEVES,2023,1,26,3,858.76601,2491463.0,276587.0,2768050.0,0.0,-999.0,15.48604215603042,97.01817953071657,0.0003464930185509,0.0,15.24335661566807,4538.91,178.76,128.27,2023-01-26 03:00:00
VIERNES,2023,1,27,3,851.80707,2491463.0,276587.0,2768050.0,0.0,-999.0,14.69875748270443,98.74708433373677,0.0271845486895106,0.0,14.58980782139051,4531.75,178.76,128.27,2023-01-27 03:00:00
SABADO,2023,1,28,3,856.43486,2491463.0,276587.0,2768050.0,0.0,-999.0,13.623344444645149,98.65071938368166,0.0005571936923104,0.0,13.587396387348496,4548.5,178.76,128.27,2023-01-28 03:00:00
DOMINGO,2023,1,29,3,785.9046,2491463.0,276587.0,2768050.0,0.0,-999.0,13.082651480283957,98.71698345766876,0.0,0.0,13.043888401582342,4548.5,178.76,128.27,2023-01-29 03:00:00
LUNES,2023,1,30,3,826.86635,2491463.0,276587.0,2768050.0,0.0,-999.0,14.481022734415925,95.17992564801936,0.2730686403786059,0.0,14.08693048897238,4548.5,178.76,128.27,2023-01-30 03:00:00
MARTES,2023,1,31,3,871.82126,2491463.0,276587.0,2768050.0,0.0,-999.0,13.527963046187748,98.74526146565272,0.0437573454236737,0.0,13.427176860967103,4632.2,178.76,128.27,2023-01-31 03:00:00
MIERCOLES,2023,2,1,3,854.94356,2498546.0,277051.0,2775597.0,0.0,-999.0,12.579557367297918,99.27735209758475,6.800338809992949e-05,0.0,12.797568267295286,4648.7,181.43,130.4,2023-02-01 03:00:00
JUEVES,2023,2,2,3,861.183,2498546.0,277051.0,2775597.0,0.0,-999.0,12.786351981213413,98.88063718183872,0.0,0.0,12.786016705595229,4639.04,181.43,130.4,2023-02-02 03:00:00
VIERNES,2023,2,3,3,875.65243,2498546.0,277051.0,2775597.0,0.0,-999.0,15.838247858028382,94.55868019744942,0.0237916095167994,0.0,15.3940970248923,4584.44,181.43,130.4,2023-02-03 03:00:00
SABADO,2023,2,4,3,874.83263,2498546.0,277051.0,2775597.0,0.0,-999.0,14.272951833425385,98.87482869451148,0.0001042910768386,0.0,14.509559136286716,4669.74,181.43,130.4,2023-02-04 03:00:00
DOMINGO,2023,2,5,3,788.83324,2498546.0,277051.0,2775597.0,0.0,-999.0,14.775615465789883,98.2921673643544,0.0,0.0,14.63273670493231,4669.74,181.43,130.4,2023-02-05 03:00:00
LUNES,2023,2,6,3,836.67865,2498546.0,277051.0,2775597.0,0.0,-999.0,15.433447099849149,96.53315551212948,0.0001609635692789,0.0,15.158778230413134,4669.74,181.43,130.4,2023-02-06 03:00:00
MARTES,2023,2,7,3,881.34442,2498546.0,277051.0,2775597.0,0.0,-999.0,15.93994547839618,99.14246707284956,0.0019960966955937,0.0,15.921343015574667,4776.25,181.43,130.4,2023-02-07 03:00:00
MIERCOLES,2023,2,8,3,894.85411,2498546.0,277051.0,2775597.0,0.0,-999.0,15.443710117138762,98.8464623574676,0.0353202103907735,0.0,15.45328903655682,4775.99,181.43,130.4,2023-02-08 03:00:00
JUEVES,2023,2,9,3,886.26197,2498546.0,277051.0,2775597.0,0.0,-999.0,16.041431846914374,93.91753008091592,0.0921664744557657,0.0,15.5346871537907,4769.85,181.43,130.4,2023-02-09 03:00:00
VIERNES,2023,2,10,3,879.93832,2498546.0,277051.0,2775597.0,0.0,-999.0,16.05569154311667,98.94963144145206,0.0991428726864887,0.0,15.98215088141398,4742.05,181.43,130.4,2023-02-10 03:00:00
SABADO,2023,2,11,3,891.32354,2498546.0,277051.0,2775597.0,0.0,-999.0,15.731554742997632,98.55909969638964,0.0167476402373975,0.0,15.690053066061102,4777.73,181.43,130.4,2023-02-11 03:00:00
DOMINGO,2023,2,12,3,822.70917,2498546.0,277051.0,2775597.0,0.0,-999.0,15.891791009285567,98.75957018255892,0.047026246965968,0.0,15.801276175900176,4777.73,181.43,130.4,2023-02-12 03:00:00
LUNES,2023,2,13,3,834.43978,2498546.0,277051.0,2775597.0,0.0,-999.0,15.568469064493152,98.57902470351424,0.1234510809746515,0.0,15.45510204831609,4777.73,181.43,130.4,2023-02-13 03:00:00
MARTES,2023,2,14,3,859.37096,2498546.0,277051.0,2775597.0,0.0,-999.0,16.523919409049658,96.5837585499624,0.0017531291466304,0.0,16.25812518532049,4818.62,181.43,130.4,2023-02-14 03:00:00
MIERCOLES,2023,2,15,3,875.18936,2498546.0,277051.0,2775597.0,0.0,-999.0,15.96159134413245,98.91175522599282,0.3979785682143336,0.0,15.8759609193986,4783.24,181.43,130.4,2023-02-15 03:00:00
JUEVES,2023,2,16,3,879.14282,2498546.0,277051.0,2775597.0,0.0,-999.0,15.810486695294742,99.50599441489524,0.2121689027621805,0.0,15.799443287336022,4878.24,181.43,130.4,2023-02-16 03:00:00
VIERNES,2023,2,17,3,866.32323,2498546.0,277051.0,2775597.0,0.0,-999.0,16.265701778752465,95.65121839013372,0.1068925171773856,0.0,15.911175127368995,4966.33,181.43,130.4,2023-02-17 03:00:00
SABADO,2023,2,18,3,872.31965,2498546.0,277051.0,2775597.0,0.0,-999.0,15.543487819016956,97.94842751667478,0.0572762580446657,0.0,15.375611805316115,4918.94,181.43,130.4,2023-02-18 03:00:00
DOMINGO,2023,2,19,3,799.43648,2498546.0,277051.0,2775597.0,0.0,-999.0,14.246522676022492,98.22510849017344,0.0245804668329011,0.0,14.09957241270977,4918.94,181.43,130.4,2023-02-19 03:00:00
LUNES,2023,2,20,3,823.10905,2498546.0,277051.0,2775597.0,0.0,-999.0,15.053219105655469,95.74012101180396,0.0202308980734595,0.0,14.692919998832684,4918.94,181.43,130.4,2023-02-20 03:00:00
MARTES,2023,2,21,3,864.50886,2498546.0,277051.0,2775597.0,0.0,-999.0,15.289786824239972,95.3248282801862,0.1179839580457825,0.0,14.91147870530196,4918.94,181.43,130.4,2023-02-21 03:00:00
MIERCOLES,2023,2,22,3,858.02123,2498546.0,277051.0,2775597.0,0.0,-999.0,15.002199343060251,98.36993765305265,0.0737496509759882,0.0,14.869913823944904,4950.33,181.43,130.4,2023-02-22 03:00:00
JUEVES,2023,2,23,3,850.9537,2498546.0,277051.0,2775597.0,0.0,-999.0,14.561129169688538,98.68361534833768,0.0,0.0,14.494070875562986,4924.91,181.43,130.4,2023-02-23 03:00:00
VIERNES,2023,2,24,3,884.57088,2498546.0,277051.0,2775597.0,0.0,-999.0,14.72494787607855,98.642173381078,0.0,0.0,14.91231802743698,4853.9,181.43,130.4,2023-02-24 03:00:00
SABADO,2023,2,25,3,880.8682,2498546.0,277051.0,2775597.0,0.0,-999.0,14.63225603716966,98.4252583246055,0.0165729823169573,0.0,14.5063797193901,4849.65,181.43,130.4,2023-02-25 03:00:00
DOMINGO,2023,2,26,3,814.48437,2498546.0,277051.0,2775597.0,0.0,-999.0,15.18789359190113,98.82857433193652,0.0251856267318346,0.0,15.110354013929255,4849.65,181.43,130.4,2023-02-26 03:00:00
LUNES,2023,2,27,3,850.79509,2498546.0,277051.0,2775597.0,0.0,-999.0,16.037898426896987,97.64167316076508,0.0839196864674518,0.0,15.854551673027458,4849.65,181.43,130.4,2023-02-27 03:00:00
MARTES,2023,2,28,3,895.2341,2498546.0,277051.0,2775597.0,0.0,-999.0,16.73613207536973,98.33644961426316,0.037089058678187,0.0,16.60945863178264,4808.14,181.43,130.4,2023-02-28 03:00:00
MIERCOLES,2023,3,1,3,896.94414,2506136.0,277430.0,2783566.0,0.0,-999.0,17.263168780621694,98.09163687873756,0.0319160063027066,0.0,17.1072943662913,4814.11,181.36,131.77,2023-03-01 03:00:00
JUEVES,2023,3,2,3,895.96827,2506136.0,277430.0,2783566.0,0.0,-999.0,16.715726510526423,98.79992661212272,0.0813200297747565,0.0,16.630928269708715,4848.78,181.36,131.77,2023-03-02 03:00:00
VIERNES,2023,3,3,3,908.04441,2506136.0,277430.0,2783566.0,0.0,-999.0,16.901535357882658,99.01814309414614,0.0371927412534856,0.0,16.871493688312043,4855.83,181.36,131.77,2023-03-03 03:00:00
SABADO,2023,3,4,3,907.47781,2506136.0,277430.0,2783566.0,0.0,-999.0,17.089017749174978,99.0671492897959,0.2474182469537277,0.0,17.018066781962418,4780.89,181.36,131.77,2023-03-04 03:00:00
DOMINGO,2023,3,5,3,812.43538,2506136.0,277430.0,2783566.0,0.0,-999.0,17.7349861544508,98.40929251183556,0.6466676558055386,0.0,17.614706919110237,4780.89,181.36,131.77,2023-03-05 03:00:00
LUNES,2023,3,6,3,815.81044,2506136.0,277430.0,2783566.0,0.0,-999.0,16.3681693446464,96.8996989688766,0.5604164298601146,0.0,16.113883999876414,4780.89,181.36,131.77,2023-03-06 03:00:00
MARTES,2023,3,7,3,856.72893,2506136.0,277430.0,2783566.0,0.0,-999.0,16.291139577793377,96.12435573649051,0.095672166566196,0.0,15.966218896911371,4734.42,181.36,131.77,2023-03-07 03:00:00
MIERCOLES,2023,3,8,3,836.84324,2506136.0,277430.0,2783566.0,0.0,-999.0,16.06466454181435,95.35196389092263,0.4010905435689328,0.0,15.690391584032856,4744.95,181.36,131.77,2023-03-08 03:00:00
JUEVES,2023,3,9,3,813.41316,2506136.0,277430.0,2783566.0,0.0,-999.0,15.864774814033511,99.01002500389788,0.5678126187774962,0.0,15.790562997248854,4755.59,181.36,131.77,2023-03-09 03:00:00
VIERNES,2023,3,10,3,832.85256,2506136.0,277430.0,2783566.0,0.0,-999.0,15.67972871130054,98.22751055660258,0.2296746655189781,0.0,15.55038714727799,4748.61,181.36,131.77,2023-03-10 03:00:00
SABADO,2023,3,11,3,835.56787,2506136.0,277430.0,2783566.0,0.0,-999.0,16.057694342437003,98.60935701901806,0.2535272165272891,0.0,15.9568301703642,4748.14,181.36,131.77,2023-03-11 03:00:00
