TIPO DIA,AÑO,MES,DIA,HORA,DEMANDA,Total Residencial,Total No Residencial,total_usuarios,ALLSKY_SFC_SW_DWN_pond,ALLSKY_KT_pond,T2M_pond,RH2M_pond,PRECTOTCORR_pond,CLRSKY_SFC_SW_DWN_pond,T2MWET_pond,Tasa de cambio representativa del mercado (TRM),IPP,IPC,FECHA
SABADO,2023,7,15,19,1354.7975,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.59934433641921,93.80123960911384,0.5596960855086643,-999.0,19.07692442240391,4089.3,173.52,134.45,2023-07-15 19:00:00
DOMINGO,2023,7,16,19,1221.1819,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.224158791625005,96.25685980204852,0.511029272279877,-999.0,18.905891611967167,4089.3,173.52,134.45,2023-07-16 19:00:00
LUNES,2023,7,17,19,1417.27337,2528484.0,278062.0,2806546.0,-999.0,-999.0,18.6365955270286,96.55216761100657,0.8745807266298148,-999.0,18.3521369113494,4089.3,173.52,134.45,2023-07-17 19:00:00
MARTES,2023,7,18,19,1459.76938,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.026557551524185,95.60861237620904,0.2608159068121456,-999.0,18.65807369984315,4069.39,173.52,134.45,2023-07-18 19:00:00
MIERCOLES,2023,7,19,19,1449.75888,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.05636210487909,93.9302386242734,0.0573845573883342,-999.0,18.54476893305864,3991.15,173.52,134.45,2023-07-19 19:00:00
20--JUL,2023,7,20,19,1331.61224,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.455743903716527,91.218794585943,0.0882607161970621,-999.0,18.71091483980665,3980.2,173.52,134.45,2023-07-20 19:00:00
VIERNES,2023,7,21,19,1434.24147,2528484.0,278062.0,2806546.0,-999.0,-999.0,18.847652780321432,98.71671856794794,2.531434767147946,-999.0,18.7312828829458,3980.2,173.52,134.45,2023-07-21 19:00:00
SABADO,2023,7,22,19,1306.28453,2528484.0,278062.0,2806546.0,-999.0,-999.0,18.63416263977145,95.08452877308976,0.1684715554279174,-999.0,18.22095289013613,3971.38,173.52,134.45,2023-07-22 19:00:00
DOMINGO,2023,7,23,19,1233.82756,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.14902721352153,95.24636819421453,0.2812841727874761,-999.0,18.751444501533204,3971.38,173.52,134.45,2023-07-23 19:00:00
LUNES,2023,7,24,19,1493.54973,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.34072711083304,94.92943624654647,0.2153245056378908,-999.0,18.91428911908089,3971.38,173.52,134.45,2023-07-24 19:00:00
MARTES,2023,7,25,19,1499.41633,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.30024247241984,96.66625535444636,0.8037444388939287,-999.0,19.018553955645125,3950.58,173.52,134.45,2023-07-25 19:00:00
MIERCOLES,2023,7,26,19,1470.09472,2528484.0,278062.0,2806546.0,-999.0,-999.0,18.36943922885996,95.78247343175562,0.5147868839491674,-999.0,18.01682196194184,3978.83,173.52,134.45,2023-07-26 19:00:00
JUEVES,2023,7,27,19,1456.57258,2528484.0,278062.0,2806546.0,-999.0,-999.0,18.813376096454505,97.79514142650788,1.5381355338554936,-999.0,18.622823399295783,3951.1,173.52,134.45,2023-07-27 19:00:00
VIERNES,2023,7,28,19,1466.23644,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.324310405031664,97.58043789056012,0.437777592100753,-999.0,19.123484432466096,3932.04,173.52,134.45,2023-07-28 19:00:00
SABADO,2023,7,29,19,1367.62813,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.829895373174,95.96945189923844,0.6447097749333166,-999.0,19.48489848019594,3923.49,173.52,134.45,2023-07-29 19:00:00
DOMINGO,2023,7,30,19,1248.43054,2528484.0,278062.0,2806546.0,-999.0,-999.0,19.9694225891897,98.33226315193124,0.8334931941254481,-999.0,19.829504348049166,3923.49,173.52,134.45,2023-07-30 19:00:00
LUNES,2023,7,31,19,1484.7074,2528484.0,278062.0,2806546.0,-999.0,-999.0,18.43504950569134,97.79272699966435,0.7809440999719941,-999.0,18.251180842929354,3923.49,173.52,134.45,2023-07-31 19:00:00
MARTES,2023,8,1,19,1476.12481,2535237.0,278894.0,2814131.0,-999.0,-999.0,18.088062595522384,93.85313771818016,0.2165540872120025,-999.0,17.571983550161665,3898.48,175.6,135.39,2023-08-01 19:00:00
MIERCOLES,2023,8,2,19,1506.9283,2535237.0,278894.0,2814131.0,-999.0,-999.0,18.49972992373134,94.65249032472192,0.1597576445446214,-999.0,18.0504601491544,4007.44,175.6,135.39,2023-08-02 19:00:00
JUEVES,2023,8,3,19,1509.07178,2535237.0,278894.0,2814131.0,-999.0,-999.0,18.95502107044768,97.28929187376136,0.4563915823392727,-999.0,18.721003428767176,4056.99,175.6,135.39,2023-08-03 19:00:00
VIERNES,2023,8,4,19,1492.70693,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.61630580097373,90.80745829174263,0.1561259479391684,-999.0,18.84143588553625,4144.79,175.6,135.39,2023-08-04 19:00:00
SABADO,2023,8,5,19,1394.40648,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.819123395463823,95.68289742730526,0.3305885902255439,-999.0,19.45364539532808,4077.9,175.6,135.39,2023-08-05 19:00:00
DOMINGO,2023,8,6,19,1248.31745,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.673640029550864,97.8200590697448,3.1246138932409333,-999.0,19.49465254105086,4077.9,175.6,135.39,2023-08-06 19:00:00
7--AGO,2023,8,7,19,1315.33172,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.52829986592664,93.41226684543116,0.3796842364481255,-999.0,18.971630652588665,4077.9,175.6,135.39,2023-08-07 19:00:00
MARTES,2023,8,8,19,1527.69173,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.697655340138752,94.2616798436178,0.2327934840275737,-999.0,19.211634028408767,4077.9,175.6,135.39,2023-08-08 19:00:00
MIERCOLES,2023,8,9,19,1523.52609,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.67846494352964,94.21762224999476,0.4758905111382519,-999.0,19.197542477589,4076.46,175.6,135.39,2023-08-09 19:00:00
JUEVES,2023,8,10,19,1533.01355,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.73903075585323,93.0279993788491,0.6705435105899477,-999.0,19.150659709871363,4031.65,175.6,135.39,2023-08-10 19:00:00
VIERNES,2023,8,11,19,1499.59514,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.14295119878925,92.15215813336336,1.5431418366806664,-999.0,18.486026418102075,3955.23,175.6,135.39,2023-08-11 19:00:00
SABADO,2023,8,12,19,1388.67336,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.315771355349128,94.40420442047652,0.4518554360120406,-999.0,18.840645268468315,3973.41,175.6,135.39,2023-08-12 19:00:00
DOMINGO,2023,8,13,19,1246.00963,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.84934504470474,98.76733778917897,0.2152089614875782,-999.0,17.746430443358893,3973.41,175.6,135.39,2023-08-13 19:00:00
LUNES,2023,8,14,19,1509.47266,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.267156258894843,95.71872513042214,0.3590361287374326,-999.0,18.901532032446248,3973.41,175.6,135.39,2023-08-14 19:00:00
MARTES,2023,8,15,19,1494.31511,2535237.0,278894.0,2814131.0,-999.0,-999.0,18.811131745466007,94.43547825598736,1.149216731559405,-999.0,18.35110687810909,4029.95,175.6,135.39,2023-08-15 19:00:00
MIERCOLES,2023,8,16,19,1487.17084,2535237.0,278894.0,2814131.0,-999.0,-999.0,18.97075352568875,97.997948105472,1.6263661179952176,-999.0,18.79705698135588,4096.08,175.6,135.39,2023-08-16 19:00:00
JUEVES,2023,8,17,19,1522.35074,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.33586965567701,96.1536166404478,0.8248728008752969,-999.0,19.004765837126985,4130.33,175.6,135.39,2023-08-17 19:00:00
VIERNES,2023,8,18,19,1478.39896,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.60336893342918,97.01508844470992,3.045905997268784,-999.0,19.3444079682147,4093.96,175.6,135.39,2023-08-18 19:00:00
SAALF,2023,8,19,19,1368.47677,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.10084934212373,97.32567098333377,1.5455689056408533,-999.0,18.8747352273224,4124.04,175.6,135.39,2023-08-19 19:00:00
DOALF,2023,8,20,19,1204.02692,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.25359874149427,98.62648032731953,3.014043642602281,-999.0,19.13765917080619,4124.04,175.6,135.39,2023-08-20 19:00:00
LF,2023,8,21,19,1250.59655,2535237.0,278894.0,2814131.0,-999.0,-999.0,18.54039768582202,98.17789183943462,1.3744816819117518,-999.0,18.388301848776763,4124.04,175.6,135.39,2023-08-21 19:00:00
MADLF,2023,8,22,19,1385.85715,2535237.0,278894.0,2814131.0,-999.0,-999.0,17.83210339532879,97.92710689729796,0.4862429041149825,-999.0,17.659761262002373,4124.04,175.6,135.39,2023-08-22 19:00:00
MIERCOLES,2023,8,23,19,1440.72959,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.22542091324107,96.71844073712276,0.7953980926971773,-999.0,18.93999837960635,4120.07,175.6,135.39,2023-08-23 19:00:00
JUEVES,2023,8,24,19,1485.50748,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.0476316632026,98.16142447171082,0.7819074414090887,-999.0,18.8847641740914,4085.89,175.6,135.39,2023-08-24 19:00:00
VIERNES,2023,8,25,19,1482.84015,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.15955665176924,94.41194153363864,0.6650761531712631,-999.0,18.69014083210768,4076.9,175.6,135.39,2023-08-25 19:00:00
SABADO,2023,8,26,19,1388.87914,2535237.0,278894.0,2814131.0,-999.0,-999.0,20.295978271800426,88.61685277977465,0.386473387344086,-999.0,19.314775204139394,4117.78,175.6,135.39,2023-08-26 19:00:00
DOMINGO,2023,8,27,19,1278.46894,2535237.0,278894.0,2814131.0,-999.0,-999.0,20.058896661171776,84.98767427315927,0.1629490311573981,-999.0,18.75653281954536,4117.78,175.6,135.39,2023-08-27 19:00:00
LUNES,2023,8,28,19,1493.20204,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.507358349700137,94.97839157452158,0.2915483891830195,-999.0,19.090282360700336,4117.78,175.6,135.39,2023-08-28 19:00:00
MARTES,2023,8,29,19,1513.59874,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.35814823474813,95.3727867181734,0.1995546085096962,-999.0,18.97140414572029,4111.52,175.6,135.39,2023-08-29 19:00:00
MIERCOLES,2023,8,30,19,1512.51978,2535237.0,278894.0,2814131.0,-999.0,-999.0,20.241301510128704,89.3876619176577,0.1117927488094903,-999.0,19.327375914625154,4110.08,175.6,135.39,2023-08-30 19:00:00
JUEVES,2023,8,31,19,1493.00174,2535237.0,278894.0,2814131.0,-999.0,-999.0,19.645526309898155,96.3800230977165,0.2715695395843335,-999.0,19.339612693936424,4085.33,175.6,135.39,2023-08-31 19:00:00
VIERNES,2023,9,1,19,1495.13346,2539229.0,281148.0,2820377.0,-999.0,-999.0,20.82490222406437,88.97793202823594,0.5894237827070636,-999.0,19.87440224126065,4099.2,177.12,136.11,2023-09-01 19:00:00
SABADO,2023,9,2,19,1349.20647,2539229.0,281148.0,2820377.0,-999.0,-999.0,17.53385679290393,92.5674124806719,0.0753688531710476,-999.0,16.92111221301266,4063.36,177.12,136.11,2023-09-02 19:00:00
DOMINGO,2023,9,3,19,1248.98563,2539229.0,281148.0,2820377.0,-999.0,-999.0,18.40799070478876,97.00924450171024,2.243034491488195,-999.0,18.157911541613053,4063.36,177.12,136.11,2023-09-03 19:00:00
LUNES,2023,9,4,19,1462.69525,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.48159447832684,93.43010796074424,0.574118041666061,-999.0,18.923077514105383,4063.36,177.12,136.11,2023-09-04 19:00:00
MARTES,2023,9,5,19,1527.3319,2539229.0,281148.0,2820377.0,-999.0,-999.0,20.092367573554885,92.87184887694092,0.3798035298117947,-999.0,19.4838992659492,4063.36,177.12,136.11,2023-09-05 19:00:00
MIERCOLES,2023,9,6,19,1533.19991,2539229.0,281148.0,2820377.0,-999.0,-999.0,20.455019066599963,86.21420014771076,0.2482437667021111,-999.0,19.26807566151617,4089.46,177.12,136.11,2023-09-06 19:00:00
JUEVES,2023,9,7,19,1524.0321,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.22238006833838,98.3027832201156,1.3743616757617865,-999.0,19.079318332265508,4093.04,177.12,136.11,2023-09-07 19:00:00
VIERNES,2023,9,8,19,1518.46973,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.59049968851681,91.90964387385092,0.364523008803433,-999.0,18.90959475275823,4045.83,177.12,136.11,2023-09-08 19:00:00
SABADO,2023,9,9,19,1387.59729,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.395911950778213,96.0401687469441,1.229995135402111,-999.0,19.067409371158536,4012.26,177.12,136.11,2023-09-09 19:00:00
DOMINGO,2023,9,10,19,1269.46044,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.26087868749461,97.12117733905784,0.810292939560917,-999.0,19.01818193099717,4012.26,177.12,136.11,2023-09-10 19:00:00
LUNES,2023,9,11,19,1471.27681,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.833597550965703,94.0575181332141,0.3522757914987961,-999.0,19.33225254637944,4012.26,177.12,136.11,2023-09-11 19:00:00
MARTES,2023,9,12,19,1531.39512,2539229.0,281148.0,2820377.0,-999.0,-999.0,20.380238808499715,86.87963092168174,0.4611757080702331,-999.0,19.25051765065451,3997.74,177.12,136.11,2023-09-12 19:00:00
MIERCOLES,2023,9,13,19,1519.69235,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.739087948171463,96.05874850064372,0.842386652564533,-999.0,19.40847108383028,3993.53,177.12,136.11,2023-09-13 19:00:00
JUEVES,2023,9,14,19,1494.05422,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.353378456142565,93.99227106872593,0.7422318505646586,-999.0,18.851577292681085,3950.92,177.12,136.11,2023-09-14 19:00:00
VIERNES,2023,9,15,19,1460.32554,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.62193695736421,97.98407645148149,1.328418541209207,-999.0,19.44788948073254,3926.59,177.12,136.11,2023-09-15 19:00:00
SABADO,2023,9,16,19,1365.73603,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.79770083573933,93.36816802860042,0.586291626970437,-999.0,19.242294881145323,3928.28,177.12,136.11,2023-09-16 19:00:00
DOMINGO,2023,9,17,19,1244.1209,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.56401871451937,89.64839236385774,0.3481931741749419,-999.0,18.690479723100847,3928.28,177.12,136.11,2023-09-17 19:00:00
LUNES,2023,9,18,19,1479.3363,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.11725692699948,97.62599319169034,1.1599463156875836,-999.0,18.9195431000891,3928.28,177.12,136.11,2023-09-18 19:00:00
MARTES,2023,9,19,19,1502.74084,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.45807305548159,96.10726036271036,0.3520338380294548,-999.0,19.12882189154145,3905.95,177.12,136.11,2023-09-19 19:00:00
MIERCOLES,2023,9,20,19,1502.00113,2539229.0,281148.0,2820377.0,-999.0,-999.0,20.25245780617272,86.79962458564937,0.3754192542344516,-999.0,19.118384003273324,3902.54,177.12,136.11,2023-09-20 19:00:00
JUEVES,2023,9,21,19,1515.10152,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.28138911925604,95.42531880667018,0.1758426550776722,-999.0,18.899322044535182,3907.21,177.12,136.11,2023-09-21 19:00:00
VIERNES,2023,9,22,19,1465.36388,2539229.0,281148.0,2820377.0,-999.0,-999.0,20.30784105458242,85.13599540770613,0.4300631511319231,-999.0,19.016410139495537,3948.25,177.12,136.11,2023-09-22 19:00:00
SABADO,2023,9,23,19,1349.41781,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.36761137606781,94.54614743702705,0.4941281786087463,-999.0,18.911496888536533,3948.7,177.12,136.11,2023-09-23 19:00:00
DOMINGO,2023,9,24,19,1232.52598,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.871012520666564,96.29523114463066,2.909896113179195,-999.0,19.55975736931623,3948.7,177.12,136.11,2023-09-24 19:00:00
LUNES,2023,9,25,19,1497.72397,2539229.0,281148.0,2820377.0,-999.0,-999.0,20.162147393770407,92.37173902992402,0.4390274668953831,-999.0,19.52342443226561,3948.7,177.12,136.11,2023-09-25 19:00:00
MARTES,2023,9,26,19,1492.12781,2539229.0,281148.0,2820377.0,-999.0,-999.0,20.129574641971622,92.32818069357394,0.4639599209609211,-999.0,19.47749551921605,4052.54,177.12,136.11,2023-09-26 19:00:00
MIERCOLES,2023,9,27,19,1499.71329,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.33523984204948,96.69697080213037,0.4286442486234996,-999.0,19.06559701061241,4068.73,177.12,136.11,2023-09-27 19:00:00
JUEVES,2023,9,28,19,1494.9503,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.190008264852537,96.18901124920536,0.4565937284270862,-999.0,18.868696585598308,4093.6,177.12,136.11,2023-09-28 19:00:00
VIERNES,2023,9,29,19,1482.00878,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.62076528421555,97.84956203018248,0.461626296768127,-999.0,19.436789992969025,4085.57,177.12,136.11,2023-09-29 19:00:00
SABADO,2023,9,30,19,1397.10414,2539229.0,281148.0,2820377.0,-999.0,-999.0,19.258823674990968,94.06236178709442,0.2607799489217222,-999.0,18.75160858636984,4053.76,177.12,136.11,2023-09-30 19:00:00
1--ENE,2023,1,1,20,940.39368,2491463.0,276587.0,2768050.0,0.0,-999.0,17.230427463376746,97.21031531583606,0.0793423312440165,0.0,17.0117485233287,4810.2,178.76,128.27,2023-01-01 20:00:00
2--ENE,2023,1,2,20,1184.91391,2491463.0,276587.0,2768050.0,0.0,-999.0,17.397253720127885,98.39670186232183,0.2391109878795542,0.0,17.269348700348623,4810.2,178.76,128.27,2023-01-02 20:00:00
MAVENE,2023,1,3,20,1186.98107,2491463.0,276587.0,2768050.0,0.0,-999.0,16.79580593197377,98.54817098679575,0.4023397301349325,0.0,16.68365914633045,4810.2,178.76,128.27,2023-01-03 20:00:00
MIVENE,2023,1,4,20,1234.28621,2491463.0,276587.0,2768050.0,0.0,-999.0,16.297715384476437,98.14006367659545,0.0093075992124419,0.0,16.160305810949946,4842.26,178.76,128.27,2023-01-04 20:00:00
JUVENE,2023,1,5,20,1228.10929,2491463.0,276587.0,2768050.0,0.0,-999.0,17.10762553060819,96.64198266649808,0.5737234226260364,0.0,16.8378249489713,4924.0,178.76,128.27,2023-01-05 20:00:00
VIVENE,2023,1,6,20,1209.41875,2491463.0,276587.0,2768050.0,0.0,-999.0,17.407624540741676,98.19946249164576,0.8442763967413882,0.0,17.268229284153104,4989.58,178.76,128.27,2023-01-06 20:00:00
SAALFENE,2023,1,7,20,1137.64732,2491463.0,276587.0,2768050.0,0.0,-999.0,17.249962367009267,97.03716428532722,0.3144706815267065,0.0,17.012179339246043,4885.66,178.76,128.27,2023-01-07 20:00:00
DOALFENE,2023,1,8,20,989.19969,2491463.0,276587.0,2768050.0,0.0,-999.0,16.816796343996675,97.18967126677626,0.1261728834377991,0.0,16.590464008959376,4885.66,178.76,128.27,2023-01-08 20:00:00
LFENE,2023,1,9,20,1061.5234,2491463.0,276587.0,2768050.0,0.0,-999.0,17.290588475641698,99.11584489803292,1.0721200231209698,0.0,17.219792977005476,4885.66,178.76,128.27,2023-01-09 20:00:00
MAVENE,2023,1,10,20,1203.89675,2491463.0,276587.0,2768050.0,0.0,-999.0,16.837256621087047,98.23920635104136,0.2183752208233232,0.0,16.701899517711023,4885.66,178.76,128.27,2023-01-10 20:00:00
MIVENE,2023,1,11,20,1251.64162,2491463.0,276587.0,2768050.0,0.0,-999.0,16.02803751016058,97.48033253012048,0.2794321778869601,0.0,15.818050468741534,4807.85,178.76,128.27,2023-01-11 20:00:00
JUVENE,2023,1,12,20,1256.9604,2491463.0,276587.0,2768050.0,0.0,-999.0,17.018494991058688,93.68795306804428,0.3166100792977006,0.0,16.499452318419106,4748.54,178.76,128.27,2023-01-12 20:00:00
VIVENE,2023,1,13,20,1261.5033,2491463.0,276587.0,2768050.0,0.0,-999.0,17.75768398330955,95.87222089196364,0.1890023735120391,0.0,17.43868040678456,4692.04,178.76,128.27,2023-01-13 20:00:00
SAVENE,2023,1,14,20,1178.54484,2491463.0,276587.0,2768050.0,0.0,-999.0,17.434530254150033,98.77315095464316,0.8969296327739744,0.0,17.338691215837862,4693.99,178.76,128.27,2023-01-14 20:00:00
DOVENE,2023,1,15,20,1080.13123,2491463.0,276587.0,2768050.0,0.0,-999.0,17.08884885388631,98.84980804537491,0.1314388323910334,0.0,16.996492093712178,4693.99,178.76,128.27,2023-01-15 20:00:00
LUNES,2023,1,16,20,1291.94995,2491463.0,276587.0,2768050.0,0.0,-999.0,17.33296000433518,98.76391487870522,0.0761917631545673,0.0,17.23793396795578,4693.99,178.76,128.27,2023-01-16 20:00:00
MARTES,2023,1,17,20,1278.37184,2491463.0,276587.0,2768050.0,0.0,-999.0,16.49797134806091,95.86282743086288,1.3000439551308682,0.0,16.14514160148841,4693.99,178.76,128.27,2023-01-17 20:00:00
MIERCOLES,2023,1,18,20,1266.40981,2491463.0,276587.0,2768050.0,0.0,-999.0,16.792754603421184,99.00111258467152,0.2893457704882498,0.0,16.718944177308934,4691.09,178.76,128.27,2023-01-18 20:00:00
JUEVES,2023,1,19,20,1318.84748,2491463.0,276587.0,2768050.0,0.0,-999.0,16.738842239121404,97.00226265421506,0.2537320966023013,0.0,16.50018950886003,4702.67,178.76,128.27,2023-01-19 20:00:00
VIERNES,2023,1,20,20,1304.1031,2491463.0,276587.0,2768050.0,0.0,-999.0,16.703183945376708,98.80067752388868,0.0819085746283484,0.0,16.61337730171059,4683.85,178.76,128.27,2023-01-20 20:00:00
SABADO,2023,1,21,20,1219.41425,2491463.0,276587.0,2768050.0,0.0,-999.0,16.921559021693973,94.48197027871606,0.0355324217409367,0.0,16.485419233756616,4631.64,178.76,128.27,2023-01-21 20:00:00
DOMINGO,2023,1,22,20,1114.87976,2491463.0,276587.0,2768050.0,0.0,-999.0,17.064127241198676,89.62850746554433,0.038917346146204,0.0,16.198820989505247,4631.64,178.76,128.27,2023-01-22 20:00:00
LUNES,2023,1,23,20,1331.09679,2491463.0,276587.0,2768050.0,0.0,-999.0,17.100667599934972,98.10635384476436,0.0063244666823214,0.0,16.952480616318347,4631.64,178.76,128.27,2023-01-23 20:00:00
MARTES,2023,1,24,20,1332.87056,2491463.0,276587.0,2768050.0,0.0,-999.0,17.148378627553694,98.0615825075414,0.0492263217788696,0.0,16.993949838333847,4551.02,178.76,128.27,2023-01-24 20:00:00
MIERCOLES,2023,1,25,20,1361.67672,2491463.0,276587.0,2768050.0,0.0,-999.0,18.020477401058507,97.71284591318798,0.0149669695272845,0.0,17.851131995448057,4545.94,178.76,128.27,2023-01-25 20:00:00
JUEVES,2023,1,26,20,1343.54938,2491463.0,276587.0,2768050.0,0.0,-999.0,17.39547997326638,95.77550148660607,0.0680261700475063,0.0,17.04079170173949,4538.91,178.76,128.27,2023-01-26 20:00:00
VIERNES,2023,1,27,20,1330.36955,2491463.0,276587.0,2768050.0,0.0,-999.0,16.44142949007424,98.74420323693576,0.0097937465002438,0.0,16.496565361897364,4531.75,178.76,128.27,2023-01-27 20:00:00
SABADO,2023,1,28,20,1231.43091,2491463.0,276587.0,2768050.0,0.0,-999.0,16.059393309369412,98.25698075540542,0.0,0.0,16.09797993894619,4548.5,178.76,128.27,2023-01-28 20:00:00
DOMINGO,2023,1,29,20,1152.55149,2491463.0,276587.0,2768050.0,0.0,-999.0,17.472113971929698,91.74050439479056,0.2091201062119543,0.0,16.7786656310399,4548.5,178.76,128.27,2023-01-29 20:00:00
LUNES,2023,1,30,20,1356.30723,2491463.0,276587.0,2768050.0,0.0,-999.0,16.416248427593434,98.86361851845162,0.308571788804393,0.0,16.39259330214411,4548.5,178.76,128.27,2023-01-30 20:00:00
MARTES,2023,1,31,20,1335.251,2491463.0,276587.0,2768050.0,0.0,-999.0,15.812638749300048,98.92265572153684,0.0,0.0,15.815199364173337,4632.2,178.76,128.27,2023-01-31 20:00:00
MIERCOLES,2023,2,1,20,1341.99445,2498546.0,277051.0,2775597.0,0.0,-999.0,15.998936992654194,98.73169374372432,0.0,0.0,16.033533261492934,4648.7,181.43,130.4,2023-02-01 20:00:00
JUEVES,2023,2,2,20,1347.53275,2498546.0,277051.0,2775597.0,0.0,-999.0,17.48417884512773,96.5251249118658,0.0412799012248536,0.0,17.194061432549464,4639.04,181.43,130.4,2023-02-02 20:00:00
VIERNES,2023,2,3,20,1330.27649,2498546.0,277051.0,2775597.0,0.0,-999.0,17.165055978947954,98.0167804764164,0.0065860497759581,0.0,17.003185127379805,4584.44,181.43,130.4,2023-02-03 20:00:00
SABADO,2023,2,4,20,1247.14215,2498546.0,277051.0,2775597.0,0.0,-999.0,16.75445277178207,98.36027957949229,0.0,0.0,16.652040252961793,4669.74,181.43,130.4,2023-02-04 20:00:00
DOMINGO,2023,2,5,20,1151.56234,2498546.0,277051.0,2775597.0,0.0,-999.0,17.148948482074307,96.26551328597054,0.0,0.0,16.840692737454322,4669.74,181.43,130.4,2023-02-05 20:00:00
LUNES,2023,2,6,20,1359.02091,2498546.0,277051.0,2775597.0,0.0,-999.0,17.15830448368405,97.1118848125286,0.0177517665568884,0.0,16.928838239124772,4669.74,181.43,130.4,2023-02-06 20:00:00
MARTES,2023,2,7,20,1377.02953,2498546.0,277051.0,2775597.0,0.0,-999.0,18.167046476848043,91.78443421721524,0.0543050161821042,0.0,17.476146299336683,4776.25,181.43,130.4,2023-02-07 20:00:00
MIERCOLES,2023,2,8,20,1352.86804,2498546.0,277051.0,2775597.0,0.0,-999.0,17.82971541617893,95.80441671107154,0.0595856819271673,0.0,17.48765820470335,4775.99,181.43,130.4,2023-02-08 20:00:00
JUEVES,2023,2,9,20,1365.30361,2498546.0,277051.0,2775597.0,0.0,-999.0,18.01444910770548,96.97662186549417,0.0265284189311344,0.0,17.755820917085586,4769.85,181.43,130.4,2023-02-09 20:00:00
VIERNES,2023,2,10,20,1355.21933,2498546.0,277051.0,2775597.0,0.0,-999.0,17.657482397480614,95.66199798818056,0.0075180834969918,0.0,17.294837874518525,4742.05,181.43,130.4,2023-02-10 20:00:00
SABADO,2023,2,11,20,1289.00939,2498546.0,277051.0,2775597.0,0.0,-999.0,17.81414331763581,98.7208103553938,0.0335175531606353,0.0,17.763368399663207,4777.73,181.43,130.4,2023-02-11 20:00:00
DOMINGO,2023,2,12,20,1161.99726,2498546.0,277051.0,2775597.0,0.0,-999.0,18.32157513860982,98.33029961842443,0.8360047802328652,0.0,18.1816942589288,4777.73,181.43,130.4,2023-02-12 20:00:00
LUNES,2023,2,13,20,1337.35745,2498546.0,277051.0,2775597.0,0.0,-999.0,18.432416071209182,96.8023538179354,0.0010414804454681,0.0,18.16073676762152,4777.73,181.43,130.4,2023-02-13 20:00:00
MARTES,2023,2,14,20,1352.05732,2498546.0,277051.0,2775597.0,0.0,-999.0,18.1169741572714,98.65563937415986,0.2797257418854394,0.0,18.04329362656034,4818.62,181.43,130.4,2023-02-14 20:00:00
MIERCOLES,2023,2,15,20,1352.65694,2498546.0,277051.0,2775597.0,0.0,-999.0,17.568821176128957,98.05164491819238,0.3521216084323481,0.0,17.399509982897374,4783.24,181.43,130.4,2023-02-15 20:00:00
